country,year,sex,age,suicides_no,population,suicides/100k pop,HDI for year,overall score,government integrity,labor freedom,financial freedom, gdp_for_year ($) ,gdp_per_capita ($),generation
Luxembourg,2006,male,75+ years,8,10878,73.54,0.881,75.3,84,51.4,90,"42,414,308,117",95351,Silent
Malta,2006,female,15-24 years,0,28188,0,0.822,67.3,68,60,70,"6,757,119,558",17504,Millenials
Malta,2006,female,25-34 years,0,27929,0,0.822,67.3,68,60,70,"6,757,119,558",17504,Generation X
Malta,2006,female,35-54 years,3,55069,5.45,0.822,67.3,68,60,70,"6,757,119,558",17504,Boomers
Malta,2006,female,5-14 years,0,23826,0,0.822,67.3,68,60,70,"6,757,119,558",17504,Millenials
Malta,2006,female,55-74 years,2,45421,4.4,0.822,67.3,68,60,70,"6,757,119,558",17504,Silent
Malta,2006,female,75+ years,0,14319,0,0.822,67.3,68,60,70,"6,757,119,558",17504,Silent
Malta,2006,male,15-24 years,3,29634,10.12,0.822,67.3,68,60,70,"6,757,119,558",17504,Millenials
Malta,2006,male,25-34 years,3,29744,10.09,0.822,67.3,68,60,70,"6,757,119,558",17504,Generation X
Malta,2006,male,35-54 years,8,56268,14.22,0.822,67.3,68,60,70,"6,757,119,558",17504,Boomers
Malta,2006,male,5-14 years,0,25157,0,0.822,67.3,68,60,70,"6,757,119,558",17504,Millenials
Malta,2006,male,55-74 years,4,41468,9.65,0.822,67.3,68,60,70,"6,757,119,558",17504,Silent
Malta,2006,male,75+ years,3,9015,33.28,0.822,67.3,68,60,70,"6,757,119,558",17504,Silent
Mauritius,2006,female,15-24 years,9,94140,9.56,0.72,67.4,41,76.8,50,"7,028,803,366",6246,Millenials
Mauritius,2006,female,25-34 years,5,101903,4.91,0.72,67.4,41,76.8,50,"7,028,803,366",6246,Generation X
Mauritius,2006,female,35-54 years,8,178302,4.49,0.72,67.4,41,76.8,50,"7,028,803,366",6246,Boomers
Mauritius,2006,female,5-14 years,1,97629,1.02,0.72,67.4,41,76.8,50,"7,028,803,366",6246,Millenials
Mauritius,2006,female,55-74 years,3,78655,3.81,0.72,67.4,41,76.8,50,"7,028,803,366",6246,Silent
Mauritius,2006,female,75+ years,3,19672,15.25,0.72,67.4,41,76.8,50,"7,028,803,366",6246,Silent
Mauritius,2006,male,15-24 years,17,96530,17.61,0.72,67.4,41,76.8,50,"7,028,803,366",6246,Millenials
Mauritius,2006,male,25-34 years,19,100827,18.84,0.72,67.4,41,76.8,50,"7,028,803,366",6246,Generation X
Mauritius,2006,male,35-54 years,37,178169,20.77,0.72,67.4,41,76.8,50,"7,028,803,366",6246,Boomers
Mauritius,2006,male,5-14 years,0,100406,0,0.72,67.4,41,76.8,50,"7,028,803,366",6246,Millenials
Mauritius,2006,male,55-74 years,10,67670,14.78,0.72,67.4,41,76.8,50,"7,028,803,366",6246,Silent
Mauritius,2006,male,75+ years,6,11398,52.64,0.72,67.4,41,76.8,50,"7,028,803,366",6246,Silent
Mexico,2006,female,15-24 years,287,10309008,2.78,0.736,64.7,36,62,70,"975,387,131,716",9906,Millenials
Mexico,2006,female,25-34 years,137,9546600,1.44,0.736,64.7,36,62,70,"975,387,131,716",9906,Generation X
Mexico,2006,female,35-54 years,161,11985917,1.34,0.736,64.7,36,62,70,"975,387,131,716",9906,Boomers
Mexico,2006,female,5-14 years,61,11508120,0.53,0.736,64.7,36,62,70,"975,387,131,716",9906,Millenials
Mexico,2006,female,55-74 years,52,4886682,1.06,0.736,64.7,36,62,70,"975,387,131,716",9906,Silent
Mexico,2006,female,75+ years,11,1441037,0.76,0.736,64.7,36,62,70,"975,387,131,716",9906,Silent
Mexico,2006,male,15-24 years,926,10624582,8.72,0.736,64.7,36,62,70,"975,387,131,716",9906,Millenials
Mexico,2006,male,25-34 years,928,9459323,9.81,0.736,64.7,36,62,70,"975,387,131,716",9906,Generation X
Mexico,2006,male,35-54 years,995,11286802,8.82,0.736,64.7,36,62,70,"975,387,131,716",9906,Boomers
Mexico,2006,male,5-14 years,114,11875780,0.96,0.736,64.7,36,62,70,"975,387,131,716",9906,Millenials
Mexico,2006,male,55-74 years,419,4535133,9.24,0.736,64.7,36,62,70,"975,387,131,716",9906,Silent
Mexico,2006,male,75+ years,139,1009855,13.76,0.736,64.7,36,62,70,"975,387,131,716",9906,Silent
Netherlands,2006,female,15-24 years,34,963837,3.53,0.897,75.4,87,62.9,90,"726,649,102,998",47281,Millenials
Netherlands,2006,female,25-34 years,51,1042374,4.89,0.897,75.4,87,62.9,90,"726,649,102,998",47281,Generation X
Netherlands,2006,female,35-54 years,207,2458615,8.42,0.897,75.4,87,62.9,90,"726,649,102,998",47281,Boomers
Netherlands,2006,female,5-14 years,3,974095,0.31,0.897,75.4,87,62.9,90,"726,649,102,998",47281,Millenials
Netherlands,2006,female,55-74 years,141,1670944,8.44,0.897,75.4,87,62.9,90,"726,649,102,998",47281,Silent
Netherlands,2006,female,75+ years,43,676057,6.36,0.897,75.4,87,62.9,90,"726,649,102,998",47281,Silent
Netherlands,2006,male,15-24 years,91,996333,9.13,0.897,75.4,87,62.9,90,"726,649,102,998",47281,Millenials
Netherlands,2006,male,25-34 years,143,1044859,13.69,0.897,75.4,87,62.9,90,"726,649,102,998",47281,Generation X
Netherlands,2006,male,35-54 years,468,2508382,18.66,0.897,75.4,87,62.9,90,"726,649,102,998",47281,Boomers
Netherlands,2006,male,5-14 years,1,1019999,0.1,0.897,75.4,87,62.9,90,"726,649,102,998",47281,Millenials
Netherlands,2006,male,55-74 years,248,1623656,15.27,0.897,75.4,87,62.9,90,"726,649,102,998",47281,Silent
Netherlands,2006,male,75+ years,95,389546,24.39,0.897,75.4,87,62.9,90,"726,649,102,998",47281,Silent
Norway,2006,female,15-24 years,18,283975,6.34,0.936,67.9,89,50.6,50,"345,424,664,369",79007,Millenials
Norway,2006,female,25-34 years,21,307388,6.83,0.936,67.9,89,50.6,50,"345,424,664,369",79007,Generation X
Norway,2006,female,35-54 years,61,648666,9.4,0.936,67.9,89,50.6,50,"345,424,664,369",79007,Boomers
Norway,2006,female,5-14 years,0,300630,0,0.936,67.9,89,50.6,50,"345,424,664,369",79007,Millenials
Norway,2006,female,55-74 years,35,443984,7.88,0.936,67.9,89,50.6,50,"345,424,664,369",79007,Silent
Norway,2006,female,75+ years,6,220894,2.72,0.936,67.9,89,50.6,50,"345,424,664,369",79007,Silent
Norway,2006,male,15-24 years,68,296501,22.93,0.936,67.9,89,50.6,50,"345,424,664,369",79007,Millenials
Norway,2006,male,25-34 years,63,312881,20.14,0.936,67.9,89,50.6,50,"345,424,664,369",79007,Generation X
Norway,2006,male,35-54 years,135,672675,20.07,0.936,67.9,89,50.6,50,"345,424,664,369",79007,Boomers
Norway,2006,male,5-14 years,1,317159,0.32,0.936,67.9,89,50.6,50,"345,424,664,369",79007,Millenials
Norway,2006,male,55-74 years,90,432581,20.81,0.936,67.9,89,50.6,50,"345,424,664,369",79007,Silent
Norway,2006,male,75+ years,34,134769,25.23,0.936,67.9,89,50.6,50,"345,424,664,369",79007,Silent
Panama,2006,female,15-24 years,7,298651,2.34,0.744,65.6,37,44.2,70,"18,141,666,300",5972,Millenials
Panama,2006,female,25-34 years,3,275020,1.09,0.744,65.6,37,44.2,70,"18,141,666,300",5972,Generation X
Panama,2006,female,35-54 years,1,394079,0.25,0.744,65.6,37,44.2,70,"18,141,666,300",5972,Boomers
Panama,2006,female,5-14 years,1,328131,0.3,0.744,65.6,37,44.2,70,"18,141,666,300",5972,Millenials
Panama,2006,female,55-74 years,1,171367,0.58,0.744,65.6,37,44.2,70,"18,141,666,300",5972,Silent
Panama,2006,female,75+ years,0,44900,0,0.744,65.6,37,44.2,70,"18,141,666,300",5972,Silent
Panama,2006,male,15-24 years,35,309913,11.29,0.744,65.6,37,44.2,70,"18,141,666,300",5972,Millenials
Panama,2006,male,25-34 years,45,280685,16.03,0.744,65.6,37,44.2,70,"18,141,666,300",5972,Generation X
Panama,2006,male,35-54 years,46,391962,11.74,0.744,65.6,37,44.2,70,"18,141,666,300",5972,Boomers
Panama,2006,male,5-14 years,5,340413,1.47,0.744,65.6,37,44.2,70,"18,141,666,300",5972,Millenials
Panama,2006,male,55-74 years,30,163874,18.31,0.744,65.6,37,44.2,70,"18,141,666,300",5972,Silent
Panama,2006,male,75+ years,11,38964,28.23,0.744,65.6,37,44.2,70,"18,141,666,300",5972,Silent
Poland,2006,female,15-24 years,78,3003407,2.6,0.814,59.3,35,61.2,70,"344,748,646,558",9485,Millenials
Poland,2006,female,25-34 years,82,2917366,2.81,0.814,59.3,35,61.2,70,"344,748,646,558",9485,Generation X
Poland,2006,female,35-54 years,302,5452440,5.54,0.814,59.3,35,61.2,70,"344,748,646,558",9485,Boomers
Poland,2006,female,5-14 years,13,2109057,0.62,0.814,59.3,35,61.2,70,"344,748,646,558",9485,Millenials
Poland,2006,female,55-74 years,277,3883201,7.13,0.814,59.3,35,61.2,70,"344,748,646,558",9485,Silent
Poland,2006,female,75+ years,106,1463753,7.24,0.814,59.3,35,61.2,70,"344,748,646,558",9485,Silent
Poland,2006,male,15-24 years,593,3125615,18.97,0.814,59.3,35,61.2,70,"344,748,646,558",9485,Millenials
Poland,2006,male,25-34 years,712,2996509,23.76,0.814,59.3,35,61.2,70,"344,748,646,558",9485,Generation X
Poland,2006,male,35-54 years,2210,5362507,41.21,0.814,59.3,35,61.2,70,"344,748,646,558",9485,Boomers
Poland,2006,male,5-14 years,31,2211541,1.4,0.814,59.3,35,61.2,70,"344,748,646,558",9485,Millenials
Poland,2006,male,55-74 years,1155,3107979,37.16,0.814,59.3,35,61.2,70,"344,748,646,558",9485,Silent
Poland,2006,male,75+ years,246,714857,34.41,0.814,59.3,35,61.2,70,"344,748,646,558",9485,Silent
Romania,2006,female,15-24 years,33,1591081,2.07,0.767,58.2,29,57.5,50,"123,533,036,668",6018,Millenials
Romania,2006,female,25-34 years,36,1693804,2.13,0.767,58.2,29,57.5,50,"123,533,036,668",6018,Generation X
Romania,2006,female,35-54 years,160,3052218,5.24,0.767,58.2,29,57.5,50,"123,533,036,668",6018,Boomers
Romania,2006,female,5-14 years,1,1110276,0.09,0.767,58.2,29,57.5,50,"123,533,036,668",6018,Millenials
Romania,2006,female,55-74 years,188,2337396,8.04,0.767,58.2,29,57.5,50,"123,533,036,668",6018,Silent
Romania,2006,female,75+ years,63,764708,8.24,0.767,58.2,29,57.5,50,"123,533,036,668",6018,Silent
Romania,2006,male,15-24 years,151,1661481,9.09,0.767,58.2,29,57.5,50,"123,533,036,668",6018,Millenials
Romania,2006,male,25-34 years,296,1774300,16.68,0.767,58.2,29,57.5,50,"123,533,036,668",6018,Generation X
Romania,2006,male,35-54 years,996,3001835,33.18,0.767,58.2,29,57.5,50,"123,533,036,668",6018,Boomers
Romania,2006,male,5-14 years,18,1165992,1.54,0.767,58.2,29,57.5,50,"123,533,036,668",6018,Millenials
Romania,2006,male,55-74 years,643,1905129,33.75,0.767,58.2,29,57.5,50,"123,533,036,668",6018,Silent
Romania,2006,male,75+ years,136,468341,29.04,0.767,58.2,29,57.5,50,"123,533,036,668",6018,Silent
Singapore,2006,female,15-24 years,3,231800,1.29,0.871,88,93,98.2,60,"147,797,218,201",43318,Millenials
Singapore,2006,female,25-34 years,24,292800,8.2,0.871,88,93,98.2,60,"147,797,218,201",43318,Generation X
Singapore,2006,female,35-54 years,55,616100,8.93,0.871,88,93,98.2,60,"147,797,218,201",43318,Boomers
Singapore,2006,female,5-14 years,1,243400,0.41,0.871,88,93,98.2,60,"147,797,218,201",43318,Millenials
Singapore,2006,female,55-74 years,39,273400,14.26,0.871,88,93,98.2,60,"147,797,218,201",43318,Silent
Singapore,2006,female,75+ years,19,67600,28.11,0.871,88,93,98.2,60,"147,797,218,201",43318,Silent
Singapore,2006,male,15-24 years,15,240400,6.24,0.871,88,93,98.2,60,"147,797,218,201",43318,Millenials
Singapore,2006,male,25-34 years,25,267200,9.36,0.871,88,93,98.2,60,"147,797,218,201",43318,Generation X
Singapore,2006,male,35-54 years,118,615500,19.17,0.871,88,93,98.2,60,"147,797,218,201",43318,Boomers
Singapore,2006,male,5-14 years,1,258200,0.39,0.871,88,93,98.2,60,"147,797,218,201",43318,Millenials
Singapore,2006,male,55-74 years,58,258800,22.41,0.871,88,93,98.2,60,"147,797,218,201",43318,Silent
Singapore,2006,male,75+ years,14,46700,29.98,0.871,88,93,98.2,60,"147,797,218,201",43318,Silent
Slovenia,2006,female,15-24 years,7,125724,5.57,0.869,61.9,60,41.6,50,"39,587,732,029",20634,Millenials
Slovenia,2006,female,25-34 years,8,146103,5.48,0.869,61.9,60,41.6,50,"39,587,732,029",20634,Generation X
Slovenia,2006,female,35-54 years,33,301024,10.96,0.869,61.9,60,41.6,50,"39,587,732,029",20634,Boomers
Slovenia,2006,female,5-14 years,0,92937,0,0.869,61.9,60,41.6,50,"39,587,732,029",20634,Millenials
Slovenia,2006,female,55-74 years,45,220693,20.39,0.869,61.9,60,41.6,50,"39,587,732,029",20634,Silent
Slovenia,2006,female,75+ years,21,92452,22.71,0.869,61.9,60,41.6,50,"39,587,732,029",20634,Silent
Slovenia,2006,male,15-24 years,21,133542,15.73,0.869,61.9,60,41.6,50,"39,587,732,029",20634,Millenials
Slovenia,2006,male,25-34 years,45,157003,28.66,0.869,61.9,60,41.6,50,"39,587,732,029",20634,Generation X
Slovenia,2006,male,35-54 years,159,313755,50.68,0.869,61.9,60,41.6,50,"39,587,732,029",20634,Boomers
Slovenia,2006,male,5-14 years,0,98578,0,0.869,61.9,60,41.6,50,"39,587,732,029",20634,Millenials
Slovenia,2006,male,55-74 years,142,194970,72.83,0.869,61.9,60,41.6,50,"39,587,732,029",20634,Silent
Slovenia,2006,male,75+ years,48,41789,114.86,0.869,61.9,60,41.6,50,"39,587,732,029",20634,Silent
Spain,2006,female,15-24 years,39,2504340,1.56,0.848,68.2,71,50,70,"1,264,551,499,185",30246,Millenials
Spain,2006,female,25-34 years,87,3653351,2.38,0.848,68.2,71,50,70,"1,264,551,499,185",30246,Generation X
Spain,2006,female,35-54 years,245,6427029,3.81,0.848,68.2,71,50,70,"1,264,551,499,185",30246,Boomers
Spain,2006,female,5-14 years,3,2011294,0.15,0.848,68.2,71,50,70,"1,264,551,499,185",30246,Millenials
Spain,2006,female,55-74 years,217,4450959,4.88,0.848,68.2,71,50,70,"1,264,551,499,185",30246,Silent
Spain,2006,female,75+ years,144,2199499,6.55,0.848,68.2,71,50,70,"1,264,551,499,185",30246,Silent
Spain,2006,male,15-24 years,153,2635454,5.81,0.848,68.2,71,50,70,"1,264,551,499,185",30246,Millenials
Spain,2006,male,25-34 years,368,3903848,9.43,0.848,68.2,71,50,70,"1,264,551,499,185",30246,Generation X
Spain,2006,male,35-54 years,822,6515790,12.62,0.848,68.2,71,50,70,"1,264,551,499,185",30246,Boomers
Spain,2006,male,5-14 years,2,2122756,0.09,0.848,68.2,71,50,70,"1,264,551,499,185",30246,Millenials
Spain,2006,male,55-74 years,676,4010241,16.86,0.848,68.2,71,50,70,"1,264,551,499,185",30246,Silent
Spain,2006,male,75+ years,491,1374287,35.73,0.848,68.2,71,50,70,"1,264,551,499,185",30246,Silent
Sweden,2006,female,15-24 years,51,557351,9.15,0.902,70.9,92,65.1,70,"420,032,121,656",48977,Millenials
Sweden,2006,female,25-34 years,41,565463,7.25,0.902,70.9,92,65.1,70,"420,032,121,656",48977,Generation X
Sweden,2006,female,35-54 years,143,1202882,11.89,0.902,70.9,92,65.1,70,"420,032,121,656",48977,Boomers
Sweden,2006,female,5-14 years,2,511860,0.39,0.902,70.9,92,65.1,70,"420,032,121,656",48977,Millenials
Sweden,2006,female,55-74 years,94,1005125,9.35,0.902,70.9,92,65.1,70,"420,032,121,656",48977,Silent
Sweden,2006,female,75+ years,49,487029,10.06,0.902,70.9,92,65.1,70,"420,032,121,656",48977,Silent
Sweden,2006,male,15-24 years,73,586123,12.45,0.902,70.9,92,65.1,70,"420,032,121,656",48977,Millenials
Sweden,2006,male,25-34 years,79,586595,13.47,0.902,70.9,92,65.1,70,"420,032,121,656",48977,Generation X
Sweden,2006,male,35-54 years,284,1242768,22.85,0.902,70.9,92,65.1,70,"420,032,121,656",48977,Boomers
Sweden,2006,male,5-14 years,2,538858,0.37,0.902,70.9,92,65.1,70,"420,032,121,656",48977,Millenials
Sweden,2006,male,55-74 years,265,979423,27.06,0.902,70.9,92,65.1,70,"420,032,121,656",48977,Silent
Sweden,2006,male,75+ years,114,312567,36.47,0.902,70.9,92,65.1,70,"420,032,121,656",48977,Silent
Switzerland,2006,female,15-24 years,23,436450,5.27,0.912,78.9,91,77.1,70,"430,921,192,375",60536,Millenials
Switzerland,2006,female,25-34 years,34,496129,6.85,0.912,78.9,91,77.1,70,"430,921,192,375",60536,Generation X
Switzerland,2006,female,35-54 years,129,1149200,11.23,0.912,78.9,91,77.1,70,"430,921,192,375",60536,Boomers
Switzerland,2006,female,5-14 years,3,399721,0.75,0.912,78.9,91,77.1,70,"430,921,192,375",60536,Millenials
Switzerland,2006,female,55-74 years,149,791524,18.82,0.912,78.9,91,77.1,70,"430,921,192,375",60536,Silent
Switzerland,2006,female,75+ years,108,367433,29.39,0.912,78.9,91,77.1,70,"430,921,192,375",60536,Silent
Switzerland,2006,male,15-24 years,64,451849,14.16,0.912,78.9,91,77.1,70,"430,921,192,375",60536,Millenials
Switzerland,2006,male,25-34 years,95,490111,19.38,0.912,78.9,91,77.1,70,"430,921,192,375",60536,Generation X
Switzerland,2006,male,35-54 years,277,1160789,23.86,0.912,78.9,91,77.1,70,"430,921,192,375",60536,Boomers
Switzerland,2006,male,5-14 years,2,422780,0.47,0.912,78.9,91,77.1,70,"430,921,192,375",60536,Millenials
Switzerland,2006,male,55-74 years,262,737861,35.51,0.912,78.9,91,77.1,70,"430,921,192,375",60536,Silent
Switzerland,2006,male,75+ years,163,214630,75.94,0.912,78.9,91,77.1,70,"430,921,192,375",60536,Silent
United Kingdom,2006,female,15-24 years,74,3911869,1.89,0.889,80.4,86,81.1,90,"2,692,612,695,492",47163,Millenials
United Kingdom,2006,female,25-34 years,138,3955936,3.49,0.889,80.4,86,81.1,90,"2,692,612,695,492",47163,Generation X
United Kingdom,2006,female,35-54 years,397,8633179,4.6,0.889,80.4,86,81.1,90,"2,692,612,695,492",47163,Boomers
United Kingdom,2006,female,5-14 years,3,3532047,0.08,0.889,80.4,86,81.1,90,"2,692,612,695,492",47163,Millenials
United Kingdom,2006,female,55-74 years,238,6287636,3.79,0.889,80.4,86,81.1,90,"2,692,612,695,492",47163,Silent
United Kingdom,2006,female,75+ years,86,2866699,3,0.889,80.4,86,81.1,90,"2,692,612,695,492",47163,Silent
United Kingdom,2006,male,15-24 years,308,4108191,7.5,0.889,80.4,86,81.1,90,"2,692,612,695,492",47163,Millenials
United Kingdom,2006,male,25-34 years,562,3940414,14.26,0.889,80.4,86,81.1,90,"2,692,612,695,492",47163,Generation X
United Kingdom,2006,male,35-54 years,1457,8462315,17.22,0.889,80.4,86,81.1,90,"2,692,612,695,492",47163,Boomers
United Kingdom,2006,male,5-14 years,4,3709139,0.11,0.889,80.4,86,81.1,90,"2,692,612,695,492",47163,Millenials
United Kingdom,2006,male,55-74 years,656,5891585,11.13,0.889,80.4,86,81.1,90,"2,692,612,695,492",47163,Silent
United Kingdom,2006,male,75+ years,199,1792119,11.1,0.889,80.4,86,81.1,90,"2,692,612,695,492",47163,Silent
Armenia,2007,female,15-24 years,3,288510,1.04,0.72,68.6,29,80.3,70,"9,206,301,700",3366,Millenials
Armenia,2007,female,25-34 years,0,220144,0,0.72,68.6,29,80.3,70,"9,206,301,700",3366,Generation X
Armenia,2007,female,35-54 years,8,444817,1.8,0.72,68.6,29,80.3,70,"9,206,301,700",3366,Boomers
Armenia,2007,female,5-14 years,0,190490,0,0.72,68.6,29,80.3,70,"9,206,301,700",3366,Generation Z
Armenia,2007,female,55-74 years,8,240998,3.32,0.72,68.6,29,80.3,70,"9,206,301,700",3366,Silent
Armenia,2007,female,75+ years,1,79210,1.26,0.72,68.6,29,80.3,70,"9,206,301,700",3366,Silent
Armenia,2007,male,15-24 years,7,272188,2.57,0.72,68.6,29,80.3,70,"9,206,301,700",3366,Millenials
Armenia,2007,male,25-34 years,4,191561,2.09,0.72,68.6,29,80.3,70,"9,206,301,700",3366,Generation X
Armenia,2007,male,35-54 years,19,362189,5.25,0.72,68.6,29,80.3,70,"9,206,301,700",3366,Boomers
Armenia,2007,male,5-14 years,1,210620,0.47,0.72,68.6,29,80.3,70,"9,206,301,700",3366,Generation Z
Armenia,2007,male,55-74 years,13,185290,7.02,0.72,68.6,29,80.3,70,"9,206,301,700",3366,Silent
Armenia,2007,male,75+ years,7,49296,14.2,0.72,68.6,29,80.3,70,"9,206,301,700",3366,Silent
Australia,2007,female,15-24 years,66,1440419,4.58,0.915,81.1,88,84.8,90,"851,962,785,585",43171,Millenials
Australia,2007,female,25-34 years,90,1460752,6.16,0.915,81.1,88,84.8,90,"851,962,785,585",43171,Generation X
Australia,2007,female,35-54 years,219,3025248,7.24,0.915,81.1,88,84.8,90,"851,962,785,585",43171,Boomers
Australia,2007,female,5-14 years,4,1337384,0.3,0.915,81.1,88,84.8,90,"851,962,785,585",43171,Generation Z
Australia,2007,female,55-74 years,118,1911478,6.17,0.915,81.1,88,84.8,90,"851,962,785,585",43171,Silent
Australia,2007,female,75+ years,33,770691,4.28,0.915,81.1,88,84.8,90,"851,962,785,585",43171,Silent
Australia,2007,male,15-24 years,234,1515524,15.44,0.915,81.1,88,84.8,90,"851,962,785,585",43171,Millenials
Australia,2007,male,25-34 years,341,1470431,23.19,0.915,81.1,88,84.8,90,"851,962,785,585",43171,Generation X
Australia,2007,male,35-54 years,687,2977977,23.07,0.915,81.1,88,84.8,90,"851,962,785,585",43171,Boomers
Australia,2007,male,5-14 years,8,1408182,0.57,0.915,81.1,88,84.8,90,"851,962,785,585",43171,Generation Z
Australia,2007,male,55-74 years,305,1877160,16.25,0.915,81.1,88,84.8,90,"851,962,785,585",43171,Silent
Australia,2007,male,75+ years,124,539184,23,0.915,81.1,88,84.8,90,"851,962,785,585",43171,Silent
Austria,2007,female,15-24 years,15,499804,3,0.881,71.6,87,86,70,"388,691,445,387",49218,Millenials
Austria,2007,female,25-34 years,25,539763,4.63,0.881,71.6,87,86,70,"388,691,445,387",49218,Generation X
Austria,2007,female,35-54 years,88,1277479,6.89,0.881,71.6,87,86,70,"388,691,445,387",49218,Boomers
Austria,2007,female,5-14 years,0,433193,0,0.881,71.6,87,86,70,"388,691,445,387",49218,Generation Z
Austria,2007,female,55-74 years,109,885212,12.31,0.881,71.6,87,86,70,"388,691,445,387",49218,Silent
Austria,2007,female,75+ years,80,428921,18.65,0.881,71.6,87,86,70,"388,691,445,387",49218,Silent
Austria,2007,male,15-24 years,93,517817,17.96,0.881,71.6,87,86,70,"388,691,445,387",49218,Millenials
Austria,2007,male,25-34 years,99,542760,18.24,0.881,71.6,87,86,70,"388,691,445,387",49218,Generation X
